folder_name (n/a for points),email_handle-SID_num (anything else is no credit),cluster get_func_puprose works (pass if right),cluster set and get version number work (pass if right),cluster set and get core pos (pass if right),psd my_IMEI exists and default constructs correctly (pass if right),psd set and get version number (pass if right),psd my_IMEI exists and parameterized constructs correctly (pass if right),psd get_func_purpose correct (pass if right),psd set and get phone simple (pass if right),psd set and get phone valid (pass if right),psd copy constructor (pass if right),psd parameterized constructor (pass if right),Bytes definitely lost (memory leak) (0 is perfect),Main output diff size (0 is perfect)
zhbgy5,zhbgy5-12350273,fail,pass,pass,list index out of range,pass,pass,fail,pass,fail,list index out of range,list index out of range,0,0
